Symbol,logFC,adj.P.Val,adj.P.Val_1_over,adj.P.Val_2_under
PDIA6,-0.648738705730118,3.01960038517227e-06,1,3.01960038517227e-06
NPHP3,-1.27796987467415,3.0251367874297e-06,1,3.0251367874297e-06
LOC101929787,-1.52290052882264,3.02713770536672e-06,1,3.02713770536672e-06
ATG2B,-1.03721238465014,3.03151483516967e-06,1,3.03151483516967e-06
STRA13,0.9106304396247,3.03233193340394e-06,3.03233193340394e-06,1
PIAS2,0.950832742194073,3.04024772629746e-06,3.04024772629746e-06,1
GRIN2A,1.67422008506268,3.04485547798243e-06,3.04485547798243e-06,1
MARCKS,-0.724224699193694,3.04779716324002e-06,1,3.04779716324002e-06
ZDBF2,-1.48275232888523,3.05246656866209e-06,1,3.05246656866209e-06
PDE7A,1.29245042748358,3.05246656866209e-06,3.05246656866209e-06,1
CSTF3,1.24794377901572,3.05490586116843e-06,3.05490586116843e-06,1
IRX2,1.21038985002962,3.05675681857226e-06,3.05675681857226e-06,1
KDELR2,-0.835836736099189,3.06705784937113e-06,1,3.06705784937113e-06
RHOC,-1.81696696693383,3.0692509585477e-06,1,3.0692509585477e-06
POLR2K,0.770498400663186,3.0694096905162e-06,3.0694096905162e-06,1
STK38,-1.04138657226076,3.07088852280306e-06,1,3.07088852280306e-06
SUPT7L,-1.35874312836356,3.07358582422926e-06,1,3.07358582422926e-06
NQO1,-1.02680650392638,3.07421859169893e-06,1,3.07421859169893e-06
THUMPD2,1.04520149090745,3.08597942943286e-06,3.08597942943286e-06,1
NAMPT,0.908955951920223,3.09046640480079e-06,3.09046640480079e-06,1
PCSK1,-1.63892642630764,3.09046640480079e-06,1,3.09046640480079e-06
ATPIF1,0.90751236132137,3.09046640480079e-06,3.09046640480079e-06,1
ACTB,-0.45319186992308,3.09046640480079e-06,1,3.09046640480079e-06
ALG5,1.71341527874437,3.09046640480079e-06,3.09046640480079e-06,1
SLC26A2,-1.27119605630908,3.10147946611658e-06,1,3.10147946611658e-06
RPS7,0.429866408483015,3.10147946611658e-06,3.10147946611658e-06,1
CCDC94,1.01155626043137,3.10147946611658e-06,3.10147946611658e-06,1
COQ7,0.999351257709541,3.10147946611658e-06,3.10147946611658e-06,1
TIMM44,1.25771163044307,3.10633628508207e-06,3.10633628508207e-06,1
RALBP1,1.01342347563035,3.1070851265741e-06,3.1070851265741e-06,1
ATXN1L,-1.85089377434436,3.11673704104292e-06,1,3.11673704104292e-06
ATG101,0.914941885646064,3.12415104796013e-06,3.12415104796013e-06,1
PPP2CA,1.26160337870375,3.12704749428538e-06,3.12704749428538e-06,1
PAM16,1.05858407256388,3.12704749428538e-06,3.12704749428538e-06,1
RBAK,-1.29430221318623,3.12704749428538e-06,1,3.12704749428538e-06
SIN3B,-1.02474907897438,3.13273735170212e-06,1,3.13273735170212e-06
TMEM98,-0.960920897752757,3.13662417931642e-06,1,3.13662417931642e-06
LINS1,-1.29615938425199,3.13679960943817e-06,1,3.13679960943817e-06
IQGAP1,-0.882799305011485,3.13681868891714e-06,1,3.13681868891714e-06
RAB3IP,1.19785113041678,3.13690924317902e-06,3.13690924317902e-06,1
KATNA1,0.682913317620056,3.15293011707669e-06,3.15293011707669e-06,1
THG1L,1.02408942340947,3.15368064091467e-06,3.15368064091467e-06,1
SSSCA1,1.14934140080201,3.15599255888048e-06,3.15599255888048e-06,1
CD276,-0.909838064626314,3.1586858251894e-06,1,3.1586858251894e-06
MAF,-1.33992595203034,3.16006131165833e-06,1,3.16006131165833e-06
MRE11A,0.888078924193731,3.16034215704632e-06,3.16034215704632e-06,1
PRELID3B,1.25948333245843,3.16388280131396e-06,3.16388280131396e-06,1
YY1,1.41785338984305,3.17776429426186e-06,3.17776429426186e-06,1
CUL4A,1.47179992910413,3.17861066330123e-06,3.17861066330123e-06,1
TPT1-AS1,1.45890835701127,3.18486287035172e-06,3.18486287035172e-06,1
RNASET2,1.08187451492855,3.19261782301747e-06,3.19261782301747e-06,1
ANKS6,1.36096625484514,3.1954390743098e-06,3.1954390743098e-06,1
AMPH,-0.83980126567463,3.1954390743098e-06,1,3.1954390743098e-06
KDELR2,-0.726896410058684,3.1954390743098e-06,1,3.1954390743098e-06
RNFT2,1.1093311912195,3.1954390743098e-06,3.1954390743098e-06,1
ETNPPL,1.12022178657787,3.20226846208728e-06,3.20226846208728e-06,1
SIX6,1.48469304338786,3.20301852340858e-06,3.20301852340858e-06,1
SDHC,-0.70635171609981,3.20578717944823e-06,1,3.20578717944823e-06
TRMT13,-1.30041315394063,3.20765273151362e-06,1,3.20765273151362e-06
STAC,1.12189712693349,3.20765273151362e-06,3.20765273151362e-06,1
ZNF347,-1.77920172733952,3.21134055365633e-06,1,3.21134055365633e-06
MORF4L1,-0.498608846185325,3.21161465371825e-06,1,3.21161465371825e-06
IL17RA,-1.38144892475218,3.22191377406632e-06,1,3.22191377406632e-06
C7orf73,-0.816084986703615,3.22656852428822e-06,1,3.22656852428822e-06
UBR7,-0.79489572867953,3.23337030071171e-06,1,3.23337030071171e-06
NUCB1,-0.974122433425299,3.24542713482811e-06,1,3.24542713482811e-06
MEIOC,1.62379083365375,3.24814683867983e-06,3.24814683867983e-06,1
EIF3K,0.697578018127093,3.24976267325883e-06,3.24976267325883e-06,1
MINCR,2.29341764721389,3.25172650105742e-06,3.25172650105742e-06,1
REEP1,-1.45154242130106,3.25237117219901e-06,1,3.25237117219901e-06
FILIP1,-1.25996946044199,3.25520392776536e-06,1,3.25520392776536e-06
F2R,-1.07239945323157,3.25520392776536e-06,1,3.25520392776536e-06
ZMYM4,-0.828558075893547,3.25556085832936e-06,1,3.25556085832936e-06
MALAT1,-2.7565840879198,3.2590493001108e-06,1,3.2590493001108e-06
DLGAP1,2.08702681256254,3.26206851720849e-06,3.26206851720849e-06,1
KANSL1,-0.78649299882904,3.26364580514045e-06,1,3.26364580514045e-06
ARHGEF6,-1.08293445935856,3.26631491118879e-06,1,3.26631491118879e-06
CIAO1,0.835657300510153,3.26715376417983e-06,3.26715376417983e-06,1
SLC25A12,1.00236487782272,3.26715376417983e-06,3.26715376417983e-06,1
C6orf48,1.04143228637272,3.26839756338326e-06,3.26839756338326e-06,1
MIEF1,0.929772339051208,3.2930686203555e-06,3.2930686203555e-06,1
KCNMA1,-1.19424017691962,3.29859406390552e-06,1,3.29859406390552e-06
COX10,0.887017498032582,3.30045428772698e-06,3.30045428772698e-06,1
SAP18,0.680061816466567,3.30449750745164e-06,3.30449750745164e-06,1
TRDMT1,1.14811719563569,3.30542761771564e-06,3.30542761771564e-06,1
ATP6AP2,-0.727800826916102,3.30912057624605e-06,1,3.30912057624605e-06
PDCD6IP,-0.676578817126437,3.31464885848778e-06,1,3.31464885848778e-06
PHF20,1.04698683048036,3.32039128338877e-06,3.32039128338877e-06,1
LPP,-1.12100735403814,3.32039128338877e-06,1,3.32039128338877e-06
NAP1L1,1.26413176248226,3.32163439551502e-06,3.32163439551502e-06,1
COX2,-0.849972436377149,3.32392868838689e-06,1,3.32392868838689e-06
CTBP2,1.06202560778031,3.3263069583332e-06,3.3263069583332e-06,1
ENTPD1-AS1,0.957727952202864,3.3263069583332e-06,3.3263069583332e-06,1
SNX5,0.666834496707462,3.33185859044619e-06,3.33185859044619e-06,1
NAIP,-1.49483023013821,3.33842883611507e-06,1,3.33842883611507e-06
TPX2,0.591767753720129,3.33859576164314e-06,3.33859576164314e-06,1
EEF1D,0.684454286797971,3.35176563562949e-06,3.35176563562949e-06,1
ZC2HC1A,-1.46241651235896,3.35406711033321e-06,1,3.35406711033321e-06
TMED9,-0.809122474780507,3.35512915467812e-06,1,3.35512915467812e-06
CEP89,-1.18598299521116,3.36038525261684e-06,1,3.36038525261684e-06
NRIP3,1.02935271349674,3.36038525261684e-06,3.36038525261684e-06,1
TENM2,-2.01497392306394,3.36181127958487e-06,1,3.36181127958487e-06
ZNF547,-1.82115929092641,3.3693914688179e-06,1,3.3693914688179e-06
DPY19L2,-1.76129932701332,3.37727975172497e-06,1,3.37727975172497e-06
RAD1,0.84672261747542,3.38342264699521e-06,3.38342264699521e-06,1
UTRN,-1.31546077453416,3.39258139144982e-06,1,3.39258139144982e-06
LPP,-1.49193601532759,3.39258139144982e-06,1,3.39258139144982e-06
LDB2,1.32825685114454,3.39562746620786e-06,3.39562746620786e-06,1
SPOP,1.04005362741253,3.39562746620786e-06,3.39562746620786e-06,1
FBXO11,-0.91997603113448,3.3960290146786e-06,1,3.3960290146786e-06
ZNF512B,-1.92016120146607,3.39912130805908e-06,1,3.39912130805908e-06
ATP2B4,-1.27808085944658,3.40522769219579e-06,1,3.40522769219579e-06
KISS1R,2.63225547711984,3.40731667334395e-06,3.40731667334395e-06,1
NR2F2,-0.844379416677356,3.41949479028913e-06,1,3.41949479028913e-06
NIPAL2,-1.6786364977818,3.43030816110902e-06,1,3.43030816110902e-06
UHRF1BP1,0.866159883539815,3.43030816110902e-06,3.43030816110902e-06,1
PTPRZ1,1.4451713752291,3.43048001557888e-06,3.43048001557888e-06,1
CD47,-0.655093179224693,3.43228149847042e-06,1,3.43228149847042e-06
THOC1,0.767941289959801,3.43584364457223e-06,3.43584364457223e-06,1
C9orf72,1.00676375013903,3.4372737205981e-06,3.4372737205981e-06,1
EFEMP1,0.800057159730338,3.44075560085102e-06,3.44075560085102e-06,1
DLK1,-3.27091262273207,3.44337616628964e-06,1,3.44337616628964e-06
HNRNPH1,-0.643520582657322,3.44337616628964e-06,1,3.44337616628964e-06
SREK1,-1.77645853048724,3.44747816532654e-06,1,3.44747816532654e-06
CLIC6,1.12733430305697,3.45440907394689e-06,3.45440907394689e-06,1
SEMA4C,-1.10654344850138,3.46196522041585e-06,1,3.46196522041585e-06
SYT14,-1.52322893789596,3.46337372806094e-06,1,3.46337372806094e-06
PARPBP,0.969051396228757,3.46337372806094e-06,3.46337372806094e-06,1
CDC14B,1.28431755845629,3.4636117476863e-06,3.4636117476863e-06,1
TENM1,1.48465837523226,3.46530679558254e-06,3.46530679558254e-06,1
HMHA1,1.40651879344019,3.46651558529559e-06,3.46651558529559e-06,1
FOXQ1,1.46873700448579,3.46740659329024e-06,3.46740659329024e-06,1
H2BFS,-0.865081507082014,3.47897349752304e-06,1,3.47897349752304e-06
TMEM59,-0.696027191554641,3.49730312010352e-06,1,3.49730312010352e-06
SKP2,1.20280420681841,3.49875925015751e-06,3.49875925015751e-06,1
ARHGAP29,-1.93222290885967,3.51519400705518e-06,1,3.51519400705518e-06
LY75,2.11078781248937,3.51548228242859e-06,3.51548228242859e-06,1
FAH,1.07339084228508,3.51742193034041e-06,3.51742193034041e-06,1
ZFP36L2,-1.46516724858878,3.51742193034041e-06,1,3.51742193034041e-06
TAPBP,-1.07109583711121,3.52234719096949e-06,1,3.52234719096949e-06
FBXO32,1.42316809149873,3.52761315446887e-06,3.52761315446887e-06,1
MMADHC,-0.546195426524104,3.53397557443805e-06,1,3.53397557443805e-06
EXOG,-1.48852724726829,3.53397557443805e-06,1,3.53397557443805e-06
ZFP42,0.949633265609753,3.53643800423743e-06,3.53643800423743e-06,1
FDX1,0.731672803467706,3.54959241364053e-06,3.54959241364053e-06,1
ACTR3B,1.04106435489854,3.55278242383143e-06,3.55278242383143e-06,1
CAT,0.833895015862172,3.55349758022253e-06,3.55349758022253e-06,1
HIST3H2A,1.42876345711472,3.56534227407552e-06,3.56534227407552e-06,1
PAAF1,1.12283193093293,3.56840033855931e-06,3.56840033855931e-06,1
MALAT1,-1.84756429389334,3.56971888547045e-06,1,3.56971888547045e-06
GRN,-1.05682285505218,3.56971888547045e-06,1,3.56971888547045e-06
VAPA,0.989659275567769,3.57447217633616e-06,3.57447217633616e-06,1
PI3,-1.25940587905139,3.57447217633616e-06,1,3.57447217633616e-06
IGFBP5,-1.82825165423707,3.57784618590236e-06,1,3.57784618590236e-06
TOMM22,1.29354271273544,3.58174770806785e-06,3.58174770806785e-06,1
NMD3,0.718634771415063,3.58203036442175e-06,3.58203036442175e-06,1
SYNJ1,-1.48054170169737,3.58459691258355e-06,1,3.58459691258355e-06
KLRG2,1.49144208936909,3.58923080157765e-06,3.58923080157765e-06,1
ZNF469,-1.04827390788485,3.59168439842481e-06,1,3.59168439842481e-06
ZADH2,1.15710274912848,3.59582331355583e-06,3.59582331355583e-06,1
GABRG2,-1.73300605968607,3.59756612587796e-06,1,3.59756612587796e-06
DNAL1,-1.28549327343032,3.60202472096543e-06,1,3.60202472096543e-06
CDKL1,1.41840895329754,3.60962033571251e-06,3.60962033571251e-06,1
MORF4L1,-0.491399058065829,3.61215812714212e-06,1,3.61215812714212e-06
PDPN,1.24313129462819,3.6170646161619e-06,3.6170646161619e-06,1
DLG5,-0.806968840100582,3.61935953211539e-06,1,3.61935953211539e-06
AQP1,-1.42307528186672,3.61968238305906e-06,1,3.61968238305906e-06
LOC400043,1.19292745196465,3.62614009213585e-06,3.62614009213585e-06,1
TMEM56,1.53343201740955,3.63291489651907e-06,3.63291489651907e-06,1
MGRN1,-1.054869989307,3.63291489651907e-06,1,3.63291489651907e-06
KITLG,-1.5019872797812,3.63435448290834e-06,1,3.63435448290834e-06
GNAS,-1.16051499593227,3.63578273158075e-06,1,3.63578273158075e-06
SDHAF3,1.07502274596077,3.63643093365723e-06,3.63643093365723e-06,1
DYNLT3,-0.907926403011999,3.64161730092427e-06,1,3.64161730092427e-06
ZNF112,-1.63457936025139,3.64504937870094e-06,1,3.64504937870094e-06
COL16A1,0.98575336353047,3.64767456736011e-06,3.64767456736011e-06,1
MIB1,1.35692154195541,3.64839588414681e-06,3.64839588414681e-06,1
SHOX2,-1.0383602067782,3.64885357487065e-06,1,3.64885357487065e-06
SIX2,-1.1978093999035,3.65363786735275e-06,1,3.65363786735275e-06
C17orf96,1.31077221951822,3.65363786735275e-06,3.65363786735275e-06,1
PPIE,0.781020662986696,3.65363786735275e-06,3.65363786735275e-06,1
MAD2L1,1.20017296225485,3.65363786735275e-06,3.65363786735275e-06,1
LMO4,-0.806611084514902,3.65363786735275e-06,1,3.65363786735275e-06
HECW2,-1.18140414184629,3.65363786735275e-06,1,3.65363786735275e-06
CDS2,-1.24700452629534,3.65363786735275e-06,1,3.65363786735275e-06
CDKAL1,-1.27522491748521,3.6572452164193e-06,1,3.6572452164193e-06
FASTKD2,-1.38232657439584,3.65961193707046e-06,1,3.65961193707046e-06
TGFB2,-1.8655666537855,3.66024358215482e-06,1,3.66024358215482e-06
FDPS,0.862899798401932,3.66024358215482e-06,3.66024358215482e-06,1
LYPLA2,-0.920559880141942,3.66179135469269e-06,1,3.66179135469269e-06
NDUFB10,0.891170428053288,3.66185138799163e-06,3.66185138799163e-06,1
MRPS12,1.50176523373011,3.66185138799163e-06,3.66185138799163e-06,1
GTPBP8,1.25778128333251,3.66330876448112e-06,3.66330876448112e-06,1
BIN1,-0.842519288887974,3.66330876448112e-06,1,3.66330876448112e-06
ZNF740,1.10985220340904,3.6707447458137e-06,3.6707447458137e-06,1
CETN2,-0.740513908601896,3.6707447458137e-06,1,3.6707447458137e-06
PA2G4,0.98350026408589,3.67101469628886e-06,3.67101469628886e-06,1
WDR1,-0.736937576339937,3.67214336037756e-06,1,3.67214336037756e-06
SOX15,1.18118558750249,3.68380808170913e-06,3.68380808170913e-06,1
GALNT2,-1.06471293628074,3.68670081356806e-06,1,3.68670081356806e-06
RCOR3,-1.02096075970246,3.68670081356806e-06,1,3.68670081356806e-06
ANP32B,0.462588155335,3.70034776770228e-06,3.70034776770228e-06,1
TMEM177,1.34143220608531,3.70034776770228e-06,3.70034776770228e-06,1
SLC38A7,-1.10794390534953,3.70155867193916e-06,1,3.70155867193916e-06
RNASEL,-1.81051044079017,3.70155867193916e-06,1,3.70155867193916e-06
SFPQ,-1.08196637853313,3.70155867193916e-06,1,3.70155867193916e-06
CPXM1,-1.49595288282717,3.70241341501649e-06,1,3.70241341501649e-06
PTPN12,-0.899174731989328,3.7203563074985e-06,1,3.7203563074985e-06
SART3,0.842554971939425,3.72047723536213e-06,3.72047723536213e-06,1
GALNT15,-1.39827642151926,3.7254513951001e-06,1,3.7254513951001e-06
DYNC1I2,-0.622492382488165,3.73058366461484e-06,1,3.73058366461484e-06
DLGAP1,1.31803222889318,3.73218769081342e-06,3.73218769081342e-06,1
MAST4,-1.48132725429107,3.75646669651008e-06,1,3.75646669651008e-06
QKI,0.954427341446664,3.76060660611574e-06,3.76060660611574e-06,1
CCDC137,1.08532561068572,3.7678608601414e-06,3.7678608601414e-06,1
TCAF1,-1.1161296070193,3.77053263575737e-06,1,3.77053263575737e-06
N4BP2L2,-1.2907591815048,3.77536098386471e-06,1,3.77536098386471e-06
JAKMIP1,1.48767063666998,3.77644791920377e-06,3.77644791920377e-06,1
IDS,-1.26847391205115,3.77695604923064e-06,1,3.77695604923064e-06
ELF4,-0.898321498354441,3.79226192391766e-06,1,3.79226192391766e-06
PSMG3-AS1,-1.51166946791338,3.79432854557552e-06,1,3.79432854557552e-06
S100A16,1.35270004477344,3.79568721679271e-06,3.79568721679271e-06,1
ACACA,1.49890400442354,3.79944365747821e-06,3.79944365747821e-06,1
EIF3B,0.866020898239526,3.79944562407839e-06,3.79944562407839e-06,1
APH1B,-1.12715527200585,3.80594357483002e-06,1,3.80594357483002e-06
CTSS,-1.43264156192935,3.81457223160085e-06,1,3.81457223160085e-06
NRARP,1.13282788772857,3.839348258696e-06,3.839348258696e-06,1
OPTN,-0.988397100281746,3.84048395305771e-06,1,3.84048395305771e-06
RPS17,0.450588640871434,3.84441329262535e-06,3.84441329262535e-06,1
PTGES,1.26569779910504,3.85646047307916e-06,3.85646047307916e-06,1
ARHGEF11,-1.20706452353638,3.86950755156973e-06,1,3.86950755156973e-06
RTCA,-1.39942066949612,3.87656574423791e-06,1,3.87656574423791e-06
PABPC1L,-1.39292283597364,3.88080987307931e-06,1,3.88080987307931e-06
FANCA,-1.09862066037699,3.88449911036253e-06,1,3.88449911036253e-06
ARPC1A,-0.882476601972209,3.88483727331003e-06,1,3.88483727331003e-06
APLP2,0.904857564115078,3.88623830684307e-06,3.88623830684307e-06,1
SPATA2,-1.08803466482834,3.89018298588248e-06,1,3.89018298588248e-06
ACTR3B,1.02899412641668,3.89193444566748e-06,3.89193444566748e-06,1
MEF2A,-1.61436815968277,3.89193444566748e-06,1,3.89193444566748e-06
SMAD5,-0.921808354456719,3.89365050887383e-06,1,3.89365050887383e-06
HNRNPH3,0.893711413883617,3.89882001307666e-06,3.89882001307666e-06,1
UBA2,1.37766411515277,3.92087919188647e-06,3.92087919188647e-06,1
MTPAP,0.947748280374807,3.93073403854547e-06,3.93073403854547e-06,1
SCAMP1,0.663557795168421,3.93073403854547e-06,3.93073403854547e-06,1
LCP1,-1.15771765696072,3.93176407996045e-06,1,3.93176407996045e-06
NECTIN2,-1.33576776365113,3.93401266996856e-06,1,3.93401266996856e-06
C4orf19,1.35986272887969,3.93634405498945e-06,3.93634405498945e-06,1
FUBP1,-1.54104413771723,3.93660496479938e-06,1,3.93660496479938e-06
FRS2,-1.28365300060483,3.93872065031349e-06,1,3.93872065031349e-06
SPATA6,-1.44184064323166,3.94003870682839e-06,1,3.94003870682839e-06
HLA-G,-0.911051845085224,3.9450064813133e-06,1,3.9450064813133e-06
MRPS16,0.817016756466202,3.95349232174263e-06,3.95349232174263e-06,1
WWC1,1.01734371214063,3.95726222953562e-06,3.95726222953562e-06,1
TRIM23,-1.04872732535896,3.95945634053934e-06,1,3.95945634053934e-06
AK2,0.644150756635517,3.96592023233754e-06,3.96592023233754e-06,1
AKAP1,1.35777414384343,3.96760869306061e-06,3.96760869306061e-06,1
MIS18BP1,1.00781617313257,3.97205640963829e-06,3.97205640963829e-06,1
CSNK2A2,0.781220291335183,3.97275657869603e-06,3.97275657869603e-06,1
MYLK,-2.43060408328698,3.97382860296804e-06,1,3.97382860296804e-06
EIF5B,1.02975967853013,3.97382860296804e-06,3.97382860296804e-06,1
TPM1,-1.02963487755917,3.97382860296804e-06,1,3.97382860296804e-06
TSPAN6,-0.807248986357866,3.97382860296804e-06,1,3.97382860296804e-06
GAS2L3,1.12945386218113,3.97382860296804e-06,3.97382860296804e-06,1
CGREF1,1.44654144189681,3.97382860296804e-06,3.97382860296804e-06,1
GRAMD1A,1.0635714966423,3.97714928269713e-06,3.97714928269713e-06,1
PSMB9,-0.842841734434158,3.98295567636741e-06,1,3.98295567636741e-06
GPR63,1.23944922782498,3.99778252004801e-06,3.99778252004801e-06,1
ATP5L,0.546034054746807,3.999945213149e-06,3.999945213149e-06,1
EPB41L4A-AS1,1.67515887984738,4.00032247472085e-06,4.00032247472085e-06,1
L3MBTL1,-1.56939147710051,4.00845131111872e-06,1,4.00845131111872e-06
DDX18,0.740047637730925,4.00845131111872e-06,4.00845131111872e-06,1
SLCO2A1,0.976676519766204,4.0091850111106e-06,4.0091850111106e-06,1
UBE2H,-0.90629440961431,4.01328048583619e-06,1,4.01328048583619e-06
LRRC8C,-0.907683589990811,4.03170780090072e-06,1,4.03170780090072e-06
FAM117B,0.977790072716606,4.03355817176496e-06,4.03355817176496e-06,1
BCL2L1,-0.938953545379113,4.03355817176496e-06,1,4.03355817176496e-06
ARMC8,1.30035345023562,4.04263306206952e-06,4.04263306206952e-06,1
KDM7A,-1.40208360626488,4.04572591856185e-06,1,4.04572591856185e-06
SAMD13,-1.2739677888171,4.04898453726688e-06,1,4.04898453726688e-06
PHLDA1,-1.33327244151361,4.05341390590176e-06,1,4.05341390590176e-06
KLHL22,-1.27396776207241,4.06593645783677e-06,1,4.06593645783677e-06
KIF1A,1.36955175464572,4.06664379023038e-06,4.06664379023038e-06,1
ITGB1,-0.84656939501474,4.06664379023038e-06,1,4.06664379023038e-06
EYA2,1.26221389651475,4.08267503371855e-06,4.08267503371855e-06,1
CTPS2,-1.20993390317486,4.08267503371855e-06,1,4.08267503371855e-06
XK,1.21833176629675,4.08713769432672e-06,4.08713769432672e-06,1
PCK2,1.90817368804415,4.09070153833002e-06,4.09070153833002e-06,1
SCAMP4,-1.49861758032574,4.0947135973124e-06,1,4.0947135973124e-06
MAK16,0.790525858851369,4.09581401161964e-06,4.09581401161964e-06,1
RNMT,0.898503344658057,4.09881409499074e-06,4.09881409499074e-06,1
GSK3B,-0.759047600689131,4.10847773311967e-06,1,4.10847773311967e-06
SSFA2,-1.03672262771,4.10979527320785e-06,1,4.10979527320785e-06
MARC1,1.23652543772612,4.11217719771499e-06,4.11217719771499e-06,1
ACVR2B,1.18567850931328,4.12210840513605e-06,4.12210840513605e-06,1
CTTN,1.61705934373939,4.13585038650192e-06,4.13585038650192e-06,1
FAM69A,1.14899424848903,4.13652236513022e-06,4.13652236513022e-06,1
PPDPF,-1.06769832100818,4.14164890599007e-06,1,4.14164890599007e-06
DPCD,0.785526370609629,4.1544428750742e-06,4.1544428750742e-06,1
FRMD5,-1.16025285057947,4.15653131720808e-06,1,4.15653131720808e-06
NNT-AS1,-1.11466802124608,4.15789623396617e-06,1,4.15789623396617e-06
