Symbol,logFC,adj.P.Val,adj.P.Val_1_over,adj.P.Val_2_under
MCL1,-0.68004723526029,1.92620194672627e-06,1,1.92620194672627e-06
RRBP1,-0.977949170010316,1.92620194672627e-06,1,1.92620194672627e-06
SON,-1.0691411640223,1.92697442404315e-06,1,1.92697442404315e-06
CNOT4,-1.40113703025504,1.92752000361645e-06,1,1.92752000361645e-06
KLHL7,-0.815898664491202,1.92990575912165e-06,1,1.92990575912165e-06
PRIM2,-1.41322898617757,1.93177479507513e-06,1,1.93177479507513e-06
OSER1,0.929009282705739,1.93203701430562e-06,1.93203701430562e-06,1
POLR3K,1.18744819994376,1.93273746625904e-06,1.93273746625904e-06,1
DNAJC16,-1.22391966186904,1.93363330427715e-06,1,1.93363330427715e-06
ARSB,-1.28759831780643,1.93608534525684e-06,1,1.93608534525684e-06
BAG6,-0.738236188060553,1.93963612206337e-06,1,1.93963612206337e-06
TKT,0.796672383269394,1.94299803118138e-06,1.94299803118138e-06,1
FBXL21,-1.4358048666131,1.94331285839964e-06,1,1.94331285839964e-06
CEP70,1.23515783947802,1.94416394181044e-06,1.94416394181044e-06,1
ETS1,-2.14036451027721,1.9449796834661e-06,1,1.9449796834661e-06
RPARP-AS1,1.83023320024788,1.95297473549218e-06,1.95297473549218e-06,1
CNBP,0.551203536810258,1.95297473549218e-06,1.95297473549218e-06,1
SLC4A7,1.23391946371951,1.9597409209849e-06,1.9597409209849e-06,1
ANXA1,-1.07306836768294,1.96443254081686e-06,1,1.96443254081686e-06
IGFBP3,-1.29639584478139,1.96582578165905e-06,1,1.96582578165905e-06
EDIL3,-1.36249139045377,1.96755061093398e-06,1,1.96755061093398e-06
MRPS9,0.792710786283756,1.96755061093398e-06,1.96755061093398e-06,1
RRS1,0.957403445878031,1.97380977238687e-06,1.97380977238687e-06,1
UAP1,0.874716125021076,1.97540801359726e-06,1.97540801359726e-06,1
ARMC8,-1.09439826054329,1.97577755282925e-06,1,1.97577755282925e-06
FXR1,0.896777158628298,1.97795943315029e-06,1.97795943315029e-06,1
KCNJ15,-3.22526233002082,1.97851642247692e-06,1,1.97851642247692e-06
SBSPON,-1.98553366795285,1.97878215343988e-06,1,1.97878215343988e-06
RPL14,0.50015355831094,1.98344558062197e-06,1.98344558062197e-06,1
MICALL2,-1.30328103293747,1.98941479919199e-06,1,1.98941479919199e-06
GLYR1,-1.28166700604329,1.99514293802316e-06,1,1.99514293802316e-06
PRDM1,-1.3270264530963,2.00560549816329e-06,1,2.00560549816329e-06
GAR1,0.866254055052693,2.00571640821808e-06,2.00571640821808e-06,1
ZEB2,-1.84864555015792,2.0073179052799e-06,1,2.0073179052799e-06
HOXC6,-0.89345171001705,2.0073179052799e-06,1,2.0073179052799e-06
PRKACA,-1.20961192262849,2.00763139222361e-06,1,2.00763139222361e-06
ZFAND3,-0.992290404873828,2.01026889007855e-06,1,2.01026889007855e-06
SH3PXD2B,-0.937611758167636,2.01347081612822e-06,1,2.01347081612822e-06
LOC101927746,1.78191765804932,2.01378411825683e-06,2.01378411825683e-06,1
TIMM21,1.25642623575095,2.01378411825683e-06,2.01378411825683e-06,1
DST,-1.89531808150334,2.01835976531936e-06,1,2.01835976531936e-06
ODF2L,-1.47984189611931,2.01903524793523e-06,1,2.01903524793523e-06
SEMA3C,-2.55268126001262,2.02191003225967e-06,1,2.02191003225967e-06
RNMTL1,1.12343161049039,2.0252623986043e-06,2.0252623986043e-06,1
ATP6,-1.31094347192278,2.0252623986043e-06,1,2.0252623986043e-06
MTIF2,0.717261455276613,2.03601107384547e-06,2.03601107384547e-06,1
SLC39A3,0.980976604528431,2.03742893423501e-06,2.03742893423501e-06,1
NLRP5,1.52210494138056,2.03742893423501e-06,2.03742893423501e-06,1
ZFAND3,-1.13711563228625,2.0393874223539e-06,1,2.0393874223539e-06
MED23,-1.10379087824388,2.04042075377021e-06,1,2.04042075377021e-06
DPYSL4,-1.73692833555298,2.04042075377021e-06,1,2.04042075377021e-06
TEAD2,-1.21536063488781,2.0420101714826e-06,1,2.0420101714826e-06
NDUFAF3,1.02790749939489,2.04343417315743e-06,2.04343417315743e-06,1
NKIRAS2,-1.07424930610892,2.04343417315743e-06,1,2.04343417315743e-06
EME2,-1.41163090566075,2.0435552069843e-06,1,2.0435552069843e-06
TET2,-1.06128420098624,2.0435552069843e-06,1,2.0435552069843e-06
KCNA2,-1.47196211811702,2.0438300885619e-06,1,2.0438300885619e-06
CUX1,-0.869125137069338,2.0438300885619e-06,1,2.0438300885619e-06
CACYBP,0.849317560377523,2.0438300885619e-06,2.0438300885619e-06,1
ELMO1,-1.68824259269469,2.0438300885619e-06,1,2.0438300885619e-06
SRP72,0.740769169616827,2.04827959098812e-06,2.04827959098812e-06,1
C8orf59,0.818793622405829,2.05941430579288e-06,2.05941430579288e-06,1
GLB1L2,1.13978142313639,2.05998462297627e-06,2.05998462297627e-06,1
DCXR,1.31947467977836,2.06145209513855e-06,2.06145209513855e-06,1
GLO1,0.542729076931069,2.06731302967364e-06,2.06731302967364e-06,1
ACTR2,-0.939883155963489,2.07071170151571e-06,1,2.07071170151571e-06
FGD5-AS1,-0.909468639542176,2.07825890173935e-06,1,2.07825890173935e-06
NOC2L,-1.35413953837924,2.08093368527027e-06,1,2.08093368527027e-06
CTSV,0.911592380650546,2.08093368527027e-06,2.08093368527027e-06,1
STAT1,-1.22097990439334,2.08778516141001e-06,1,2.08778516141001e-06
PDLIM5,-0.900298314449914,2.08846994592335e-06,1,2.08846994592335e-06
PYCR1,0.979442022242997,2.09113619764627e-06,2.09113619764627e-06,1
PDE5A,-1.7713173082951,2.09113619764627e-06,1,2.09113619764627e-06
MIS18A,1.20281131069754,2.09203084292627e-06,2.09203084292627e-06,1
FHOD3,1.60662938016756,2.09203084292627e-06,2.09203084292627e-06,1
MRPL57,1.57897698463901,2.10093979706447e-06,2.10093979706447e-06,1
FASN,1.11857301868054,2.10421848511728e-06,2.10421848511728e-06,1
AGMAT,1.91296343679108,2.10668156919086e-06,2.10668156919086e-06,1
SEMA6A,-1.56632362460618,2.10821486576539e-06,1,2.10821486576539e-06
PLA2G4A,1.08011347910136,2.10929290789776e-06,2.10929290789776e-06,1
TGFB2,-2.55612640746891,2.10993365327818e-06,1,2.10993365327818e-06
CHM,-1.40531420044938,2.10993365327818e-06,1,2.10993365327818e-06
GCSH,0.891192259030888,2.11098448243284e-06,2.11098448243284e-06,1
CHIC1,-1.43574070412737,2.11691416289809e-06,1,2.11691416289809e-06
ETNK1,1.63889137178766,2.11691416289809e-06,2.11691416289809e-06,1
BCAT1,0.9295655867903,2.1236199531339e-06,2.1236199531339e-06,1
ATP6V0D1,-1.26445928818884,2.12883297503538e-06,1,2.12883297503538e-06
ACTG2,-1.63805177957814,2.12883297503538e-06,1,2.12883297503538e-06
FAM219B,-1.22730970176504,2.12883297503538e-06,1,2.12883297503538e-06
TECPR1,-1.1537972212281,2.12950606402069e-06,1,2.12950606402069e-06
LRRN3,-2.02532032335231,2.13067811887912e-06,1,2.13067811887912e-06
TRIM16,-0.816968062283561,2.13281543139031e-06,1,2.13281543139031e-06
ITPRIPL2,-1.3123214775271,2.14798099769725e-06,1,2.14798099769725e-06
CAPN6,1.27932280053908,2.14951623076786e-06,2.14951623076786e-06,1
SLIT3,-1.24267524149062,2.14951623076786e-06,1,2.14951623076786e-06
YIPF3,-0.999193484332004,2.15122029430755e-06,1,2.15122029430755e-06
NEO1,-1.04513015542192,2.15122029430755e-06,1,2.15122029430755e-06
JTB,0.653236621124165,2.15191228904845e-06,2.15191228904845e-06,1
JAM3,0.920277842884117,2.15769974992082e-06,2.15769974992082e-06,1
TNFRSF19,-2.00022325879442,2.1613272376507e-06,1,2.1613272376507e-06
ADAM10,-0.637032092370212,2.16622814074096e-06,1,2.16622814074096e-06
RIT1,-1.29562147192927,2.16677938575645e-06,1,2.16677938575645e-06
RNF145,-0.886209756393219,2.16836247795269e-06,1,2.16836247795269e-06
TLR4,-1.40805306656786,2.16923032660718e-06,1,2.16923032660718e-06
METTL5,1.7598066908831,2.16935932693365e-06,2.16935932693365e-06,1
HS6ST2,0.802604398313164,2.17125195828858e-06,2.17125195828858e-06,1
LOC101928697,-2.15284756388839,2.17125195828858e-06,1,2.17125195828858e-06
RILPL1,1.56239002098809,2.17258819989776e-06,2.17258819989776e-06,1
SSB,0.774854538379262,2.17366910253183e-06,2.17366910253183e-06,1
TPM1,-1.16086024556134,2.17794662970092e-06,1,2.17794662970092e-06
ATXN1,-0.918077231222476,2.17794662970092e-06,1,2.17794662970092e-06
AP1M2,1.3835196328368,2.1786111853849e-06,2.1786111853849e-06,1
RIT1,-0.865865314201633,2.18849206563858e-06,1,2.18849206563858e-06
ZNF93,-1.09757073269621,2.18849206563858e-06,1,2.18849206563858e-06
EPHA4,-1.45126563821502,2.19003816910787e-06,1,2.19003816910787e-06
SRPK1,0.772298277788732,2.19003816910787e-06,2.19003816910787e-06,1
RPS9,0.538644663220937,2.19003816910787e-06,2.19003816910787e-06,1
APRT,0.920930054069581,2.19012912801772e-06,2.19012912801772e-06,1
PACRGL,0.974425738695996,2.19271303628789e-06,2.19271303628789e-06,1
CEL,-1.76418276807389,2.19672233311787e-06,1,2.19672233311787e-06
CYYR1,1.29853961047129,2.19767374245776e-06,2.19767374245776e-06,1
RASSF3,0.903723210760608,2.19767374245776e-06,2.19767374245776e-06,1
ADAM10,-1.02667834386864,2.20394567925852e-06,1,2.20394567925852e-06
TBC1D4,1.2106154293036,2.20561344716329e-06,2.20561344716329e-06,1
ENOX1,1.37592854902682,2.2056652910814e-06,2.2056652910814e-06,1
GRN,-1.04223507138354,2.2056652910814e-06,1,2.2056652910814e-06
RB1CC1,0.961007341898114,2.20741250653897e-06,2.20741250653897e-06,1
ARFGEF3,1.44032194400911,2.20797227699835e-06,2.20797227699835e-06,1
CXXC5,-0.772558110656165,2.21222264807294e-06,1,2.21222264807294e-06
MIEF1,1.05756726464466,2.21222264807294e-06,2.21222264807294e-06,1
KIAA1147,1.02288274284745,2.21328538117641e-06,2.21328538117641e-06,1
ABAT,-1.81236017124577,2.22088854125968e-06,1,2.22088854125968e-06
RNF167,-0.841915337127555,2.22165690935194e-06,1,2.22165690935194e-06
CHRM3,-1.32470301210159,2.22562295320342e-06,1,2.22562295320342e-06
DST,-2.13087033605051,2.22602452159204e-06,1,2.22602452159204e-06
NAT8L,1.61357152168352,2.22649814447097e-06,2.22649814447097e-06,1
TOB1,1.18556624083558,2.22784668062348e-06,2.22784668062348e-06,1
HNRNPUL1,-0.929442591138557,2.22842870420055e-06,1,2.22842870420055e-06
PCED1A,-1.30390669942303,2.22953376734336e-06,1,2.22953376734336e-06
ACAP3,-1.21782262681162,2.24376823576962e-06,1,2.24376823576962e-06
TSPAN14,-1.07644137868368,2.24376823576962e-06,1,2.24376823576962e-06
SLC44A5,-1.32441248575608,2.24503019106209e-06,1,2.24503019106209e-06
ZADH2,1.37385179115975,2.24637540806159e-06,2.24637540806159e-06,1
GALNT2,-1.10845184771942,2.25051278076944e-06,1,2.25051278076944e-06
ACLY,1.00789852690082,2.25428989315219e-06,2.25428989315219e-06,1
SCLT1,1.26934450624878,2.25428989315219e-06,2.25428989315219e-06,1
DNM3OS,-2.0610564997145,2.25678172401465e-06,1,2.25678172401465e-06
IFIH1,-2.25505595305199,2.25778200687319e-06,1,2.25778200687319e-06
NFYB,1.01868497731991,2.25811859735467e-06,2.25811859735467e-06,1
FOXF2,0.939698450564814,2.25957311180264e-06,2.25957311180264e-06,1
ITGB8,-1.32047774530115,2.2674822559936e-06,1,2.2674822559936e-06
UBE3B,1.05220658951669,2.26803777811139e-06,2.26803777811139e-06,1
TP53,-0.970618582774266,2.27133142667552e-06,1,2.27133142667552e-06
SMARCA1,-1.08706423310239,2.27496891797517e-06,1,2.27496891797517e-06
STEAP3,1.03040134791091,2.28009416318983e-06,2.28009416318983e-06,1
MED30,0.935428345534106,2.28832774298661e-06,2.28832774298661e-06,1
TADA3,-1.06943717316321,2.29436304036437e-06,1,2.29436304036437e-06
CBR1,1.17764078917689,2.30048029444581e-06,2.30048029444581e-06,1
ATF4,0.87874624636942,2.31082670575656e-06,2.31082670575656e-06,1
ELK3,-1.19536532846458,2.32034228252008e-06,1,2.32034228252008e-06
CYP39A1,-1.45635629440516,2.32128173687295e-06,1,2.32128173687295e-06
PHTF1,-1.81016446628839,2.32152568339086e-06,1,2.32152568339086e-06
LSM4,0.681979226718877,2.32539896899382e-06,2.32539896899382e-06,1
CEACAM1,-1.53155575199919,2.32594932308993e-06,1,2.32594932308993e-06
SCARB2,-1.3939777728645,2.32704429857606e-06,1,2.32704429857606e-06
ISM1,1.5656736423593,2.33042796756931e-06,2.33042796756931e-06,1
JAZF1,-0.728381430052176,2.33260175172865e-06,1,2.33260175172865e-06
SCO1,0.86107483307973,2.33924057749848e-06,2.33924057749848e-06,1
DNAJA3,0.753477076474651,2.34256479380929e-06,2.34256479380929e-06,1
DDAH1,-1.81152290470458,2.3425865503319e-06,1,2.3425865503319e-06
GABRA5,1.73940572784487,2.3425865503319e-06,2.3425865503319e-06,1
FAM20B,0.968064243689145,2.3425865503319e-06,2.3425865503319e-06,1
TPBGL,-1.47003232891415,2.34788560128904e-06,1,2.34788560128904e-06
QKI,2.06845827917459,2.36144719769963e-06,2.36144719769963e-06,1
MAGED2,-1.40564886806739,2.36144719769963e-06,1,2.36144719769963e-06
BACH2,-1.32478764527731,2.36373597388622e-06,1,2.36373597388622e-06
TMEM33,0.846274185546511,2.36737198698531e-06,2.36737198698531e-06,1
INHBC,1.31454384554024,2.3727902300546e-06,2.3727902300546e-06,1
PLCB4,-1.35896783308617,2.37527215075696e-06,1,2.37527215075696e-06
RHOB,-1.85194607200924,2.37730687578859e-06,1,2.37730687578859e-06
BTN2A1,-0.996297722806588,2.37731762246201e-06,1,2.37731762246201e-06
NCF2,-1.594341081779,2.39113723449687e-06,1,2.39113723449687e-06
CALN1,1.83101074310815,2.39302676250944e-06,2.39302676250944e-06,1
ULBP2,-1.00824058420926,2.39302676250944e-06,1,2.39302676250944e-06
CACYBP,0.712839862761003,2.39424997897333e-06,2.39424997897333e-06,1
CEACAM1,-1.39253817021524,2.39428928617676e-06,1,2.39428928617676e-06
EMC9,0.962866287788973,2.39428928617676e-06,2.39428928617676e-06,1
CHCHD10,1.02758085171016,2.39458423117156e-06,2.39458423117156e-06,1
EFEMP1,1.5709689048537,2.40007140957468e-06,2.40007140957468e-06,1
NISCH,-1.10834924171869,2.40328845199054e-06,1,2.40328845199054e-06
RNF19B,-1.59552060769701,2.40789948032623e-06,1,2.40789948032623e-06
MRPL4,0.904477013696063,2.41563248905143e-06,2.41563248905143e-06,1
COMTD1,1.24929433952407,2.41563248905143e-06,2.41563248905143e-06,1
PPP1R13L,-1.55508075357504,2.42135761080056e-06,1,2.42135761080056e-06
ELF3,1.46562081547357,2.42135761080056e-06,2.42135761080056e-06,1
SC5D,1.10788126577576,2.42221142040196e-06,2.42221142040196e-06,1
TARS,0.819904076521151,2.43096220923333e-06,2.43096220923333e-06,1
FNDC3A,-1.27253682728702,2.43206622844896e-06,1,2.43206622844896e-06
WHSC1,0.952876813808656,2.4392227169729e-06,2.4392227169729e-06,1
LMCD1,-1.0133700117346,2.4392227169729e-06,1,2.4392227169729e-06
OXLD1,1.13152660510191,2.4392227169729e-06,2.4392227169729e-06,1
ZNF610,-1.45178324675421,2.44162729750107e-06,1,2.44162729750107e-06
HIST1H2AC,-1.73135094727496,2.4439437094113e-06,1,2.4439437094113e-06
RTN4RL1,1.39862933763523,2.44578437622036e-06,2.44578437622036e-06,1
RPS21,0.773184860263216,2.45390894552493e-06,2.45390894552493e-06,1
PRRC2C,1.49241483827684,2.45542007772053e-06,2.45542007772053e-06,1
EIF2B3,0.792683420032565,2.45656542750717e-06,2.45656542750717e-06,1
NIP7,1.0351458086004,2.45943287742897e-06,2.45943287742897e-06,1
IFT57,0.777064933609942,2.46451036823363e-06,2.46451036823363e-06,1
STK17A,-1.20374344994309,2.46690244658707e-06,1,2.46690244658707e-06
MINA,1.06699284187884,2.470453952273e-06,2.470453952273e-06,1
SQLE,1.52751467291307,2.47258933745714e-06,2.47258933745714e-06,1
TCL1A,1.60450887114284,2.47258933745714e-06,2.47258933745714e-06,1
PTPN21,-1.14673476827416,2.47361802806348e-06,1,2.47361802806348e-06
RBBP4,-1.64022856046059,2.47550496468645e-06,1,2.47550496468645e-06
CCDC93,-1.01845103294056,2.47793060204868e-06,1,2.47793060204868e-06
GNG12,-0.87442365521146,2.47793060204868e-06,1,2.47793060204868e-06
NRP2,1.3616421272075,2.47954802234041e-06,2.47954802234041e-06,1
CCNA2,0.808336478902822,2.48346330405452e-06,2.48346330405452e-06,1
CHD9,-1.16278203347002,2.4885862147769e-06,1,2.4885862147769e-06
NUP153,-0.832355126132176,2.49014136956512e-06,1,2.49014136956512e-06
GNAS-AS1,1.32509962293123,2.49152509782218e-06,2.49152509782218e-06,1
PI4KB,-0.827007817629148,2.4942117103886e-06,1,2.4942117103886e-06
DUSP16,1.17868094988489,2.49436345184147e-06,2.49436345184147e-06,1
SH2D3C,-1.84909654718362,2.49437637189545e-06,1,2.49437637189545e-06
RP9,1.63120178882849,2.50338554942965e-06,2.50338554942965e-06,1
LINC00662,1.25208915269812,2.5037658132356e-06,2.5037658132356e-06,1
ZNF655,-1.03680870434816,2.51174474544208e-06,1,2.51174474544208e-06
MRPL43,0.88134687639679,2.51180308554259e-06,2.51180308554259e-06,1
PTPN14,-0.68758761871252,2.51446303609438e-06,1,2.51446303609438e-06
IFNAR1,-1.44778114550317,2.51572791753674e-06,1,2.51572791753674e-06
AHSA2,-1.4304734244433,2.51572791753674e-06,1,2.51572791753674e-06
DIDO1,-2.14663090882648,2.51678755192496e-06,1,2.51678755192496e-06
SF3A2,-0.965811221758354,2.51869788574097e-06,1,2.51869788574097e-06
TMCO1,-0.866148195184463,2.52238896144692e-06,1,2.52238896144692e-06
NMRK1,-1.39663044360312,2.52566254843005e-06,1,2.52566254843005e-06
MALT1,1.06916922010353,2.52995875219276e-06,2.52995875219276e-06,1
NCSTN,-0.974319990319765,2.52995875219276e-06,1,2.52995875219276e-06
LZTS1,-1.24779931391278,2.5302421799043e-06,1,2.5302421799043e-06
SPPL2A,-1.23013992600441,2.53613792030364e-06,1,2.53613792030364e-06
STK38,-0.929005811476038,2.5378363265872e-06,1,2.5378363265872e-06
PDLIM5,-0.867531883635664,2.54092160396162e-06,1,2.54092160396162e-06
DOK1,-1.36028197801076,2.54092160396162e-06,1,2.54092160396162e-06
CAMKK2,1.05219629629474,2.54092160396162e-06,2.54092160396162e-06,1
VGLL4,-1.09500856019312,2.54092160396162e-06,1,2.54092160396162e-06
TBC1D9,-1.02487446573599,2.54359584422148e-06,1,2.54359584422148e-06
ING3,-1.83322850915093,2.54504555230814e-06,1,2.54504555230814e-06
CEBPG,0.962463306985908,2.5546048602561e-06,2.5546048602561e-06,1
CALML4,1.79548089581543,2.56393719397116e-06,2.56393719397116e-06,1
EIF3M,0.614059505736986,2.56875413638784e-06,2.56875413638784e-06,1
EDIL3,-0.696961296857449,2.57288580097367e-06,1,2.57288580097367e-06
RPS28,0.479515862650953,2.57797185924574e-06,2.57797185924574e-06,1
MRPL4,0.944972287701704,2.58516800947586e-06,2.58516800947586e-06,1
RASSF5,1.67809561605306,2.58686690682497e-06,2.58686690682497e-06,1
ANKRD44,-1.45317662252993,2.5883665140625e-06,1,2.5883665140625e-06
RTN4IP1,1.04006617030576,2.5883665140625e-06,2.5883665140625e-06,1
ACTB,-0.448468248413146,2.60455255987212e-06,1,2.60455255987212e-06
SLC4A7,1.10672521433623,2.60455255987212e-06,2.60455255987212e-06,1
SEC62,1.19914702283353,2.6061800534552e-06,2.6061800534552e-06,1
LAMTOR4,0.881576239246529,2.60696873886793e-06,2.60696873886793e-06,1
ATP1B3,1.70333973145983,2.60842245484523e-06,2.60842245484523e-06,1
PDLIM5,-0.947320858136548,2.61325831862372e-06,1,2.61325831862372e-06
SLC19A2,1.05664949429654,2.62042936883103e-06,2.62042936883103e-06,1
GAGE1,1.12085733269188,2.62042936883103e-06,2.62042936883103e-06,1
HAS2,-2.54882074574784,2.62152791338424e-06,1,2.62152791338424e-06
TM4SF1,1.21826751939858,2.62266257306106e-06,2.62266257306106e-06,1
ARL15,-1.01207194032252,2.62492252119927e-06,1,2.62492252119927e-06
AKAP12,-0.826317763362228,2.63375694334978e-06,1,2.63375694334978e-06
RGS10,1.21803322894409,2.63901023740349e-06,2.63901023740349e-06,1
MRPL57,0.789569252250825,2.63991316224325e-06,2.63991316224325e-06,1
DR1,0.801064578976918,2.64128630298276e-06,2.64128630298276e-06,1
ACTN1,-0.837314233858617,2.64188803049971e-06,1,2.64188803049971e-06
PMS1,2.05217747510137,2.64713643585324e-06,2.64713643585324e-06,1
RAPGEF6,-1.08882410107917,2.64766404547738e-06,1,2.64766404547738e-06
CRIP2,-1.22606067488536,2.65416968461878e-06,1,2.65416968461878e-06
CALML4,1.7401138475189,2.65724686758293e-06,2.65724686758293e-06,1
TFPI,-1.41646817610707,2.6711139117639e-06,1,2.6711139117639e-06
TCEB1,0.617433989941167,2.6711139117639e-06,2.6711139117639e-06,1
CCSAP,1.0929623671679,2.67194098376749e-06,2.67194098376749e-06,1
SRSF11,1.16095904307031,2.67765341637049e-06,2.67765341637049e-06,1
IDS,-1.69409560911055,2.69608204306574e-06,1,2.69608204306574e-06
UBE2R2,-0.772173347953524,2.69624270955247e-06,1,2.69624270955247e-06
AGPAT5,1.43269764332695,2.69636112836667e-06,2.69636112836667e-06,1
L3HYPDH,0.988399207558004,2.70220086865596e-06,2.70220086865596e-06,1
USP45,1.39439068816796,2.70220086865596e-06,2.70220086865596e-06,1
EPHB2,-1.0594674512948,2.70220086865596e-06,1,2.70220086865596e-06
PKNOX2,-1.22521862645711,2.70389675863485e-06,1,2.70389675863485e-06
ZNF654,-1.53160341947431,2.70575971896045e-06,1,2.70575971896045e-06
ZNF560,-1.75962977225263,2.70973667835686e-06,1,2.70973667835686e-06
DDX11,-1.46881419025365,2.72113070044548e-06,1,2.72113070044548e-06
LOC100507507,-1.09739863673401,2.73117263951063e-06,1,2.73117263951063e-06
LTBP1,-0.784911251917404,2.73202134956272e-06,1,2.73202134956272e-06
MRPL21,1.08183486139319,2.73984169555007e-06,2.73984169555007e-06,1
TRIM21,-1.2375762454554,2.74288392752624e-06,1,2.74288392752624e-06
ZNF654,-1.40021275869607,2.74288392752624e-06,1,2.74288392752624e-06
MRPL14,0.698379991596363,2.74732757293176e-06,2.74732757293176e-06,1
ROBO1,-0.780389894914412,2.75592330639991e-06,1,2.75592330639991e-06
INHBA,-1.07673217420498,2.76048641873972e-06,1,2.76048641873972e-06
RHOBTB3,1.00356132847616,2.76250263927334e-06,2.76250263927334e-06,1
APLP2,0.949695862386122,2.76301996243346e-06,2.76301996243346e-06,1
TFEC,-1.72646355435885,2.76657947413037e-06,1,2.76657947413037e-06
TNS1,-1.60921383713345,2.76871492625238e-06,1,2.76871492625238e-06
TRIM9,1.34326285077743,2.76871492625238e-06,2.76871492625238e-06,1
GART,1.01463465424813,2.76993065168787e-06,2.76993065168787e-06,1
SLFN5,-1.56465302131597,2.77003157687882e-06,1,2.77003157687882e-06
HABP4,1.16027171364353,2.7874051064556e-06,2.7874051064556e-06,1
FSTL1,-0.926430022314175,2.78781200354654e-06,1,2.78781200354654e-06
TMEM106B,-0.939622118413822,2.78788567530581e-06,1,2.78788567530581e-06
POU3F3,0.984327093709854,2.79097285004809e-06,2.79097285004809e-06,1
MTCH1,-0.539940475034697,2.79097285004809e-06,1,2.79097285004809e-06
PQLC3,-1.47391233316759,2.79486456175759e-06,1,2.79486456175759e-06
TRA2A,-1.42943371885376,2.79486456175759e-06,1,2.79486456175759e-06
RBM25,-1.93331372809294,2.79486456175759e-06,1,2.79486456175759e-06
SLC6A6,1.07572321488683,2.80044666127814e-06,2.80044666127814e-06,1
TEAD1,-1.23840850742563,2.80762790151008e-06,1,2.80762790151008e-06
MAST4,-1.86420073479296,2.81266182162453e-06,1,2.81266182162453e-06
SP140L,-1.29283529565356,2.83617106102815e-06,1,2.83617106102815e-06
TTC28,-1.17543778146931,2.83817142093835e-06,1,2.83817142093835e-06
SIPA1L2,-1.53680685152965,2.84015143300464e-06,1,2.84015143300464e-06
CCNE1,-1.45070681478711,2.84015143300464e-06,1,2.84015143300464e-06
SLC25A4,0.923476857397729,2.842218075738e-06,2.842218075738e-06,1
TRNT1,1.06047394784225,2.842218075738e-06,2.842218075738e-06,1
CPNE3,0.822751116110231,2.84465178297843e-06,2.84465178297843e-06,1
CD59,-0.990581987127904,2.84526125253115e-06,1,2.84526125253115e-06
APLP2,0.908475113163025,2.85002294989645e-06,2.85002294989645e-06,1
CBLL1,-1.26927183674566,2.8586917720218e-06,1,2.8586917720218e-06
SIKE1,1.8452293077346,2.8586917720218e-06,2.8586917720218e-06,1
ARHGAP33,-1.40866907192062,2.87737268793475e-06,1,2.87737268793475e-06
CD99,-0.747657201556047,2.88167026902786e-06,1,2.88167026902786e-06
ANKFY1,-1.30236650862521,2.89808601987485e-06,1,2.89808601987485e-06
LARS,0.689678879210378,2.8991560500105e-06,2.8991560500105e-06,1
MAP4K4,-1.48278974279795,2.90074041870473e-06,1,2.90074041870473e-06
WTAP,0.933786937039638,2.90074041870473e-06,2.90074041870473e-06,1
PTP4A1,-1.42901894369859,2.9101924657679e-06,1,2.9101924657679e-06
DBN1,-0.779410962214182,2.91941783943702e-06,1,2.91941783943702e-06
CUX1,-0.919292249771955,2.92098878080714e-06,1,2.92098878080714e-06
TSFM,0.877439400805496,2.92723876182165e-06,2.92723876182165e-06,1
TTC39C,1.27644599752578,2.92869504692306e-06,2.92869504692306e-06,1
MSRB2,-1.06391404800269,2.92908222265832e-06,1,2.92908222265832e-06
GGA1,-1.41192198364727,2.92908222265832e-06,1,2.92908222265832e-06
ACP2,-1.43775013985458,2.94158448157672e-06,1,2.94158448157672e-06
TLE4,-1.4840264079903,2.94158448157672e-06,1,2.94158448157672e-06
SIX4,1.02282113082873,2.95287285930764e-06,2.95287285930764e-06,1
DNAJA3,0.802712144825136,2.95461262839416e-06,2.95461262839416e-06,1
CAB39L,-1.29365842612024,2.95685663051458e-06,1,2.95685663051458e-06
BRIP1,-1.09726863343814,2.96216497664819e-06,1,2.96216497664819e-06
RBMS1,-0.829500662311355,2.96609940432044e-06,1,2.96609940432044e-06
MRPS31,0.862649275782811,2.96642924585166e-06,2.96642924585166e-06,1
SLC25A33,0.920331014726507,2.9682441749308e-06,2.9682441749308e-06,1
UBE2A,-0.689541865328792,2.97413200940904e-06,1,2.97413200940904e-06
TP53INP2,-1.31651464509778,2.97617603832592e-06,1,2.97617603832592e-06
AHI1,1.06325921141604,2.98311757590788e-06,2.98311757590788e-06,1
SEPT2,-0.676251086921459,2.98886979001622e-06,1,2.98886979001622e-06
SLITRK4,1.57151836574204,2.98886979001622e-06,2.98886979001622e-06,1
MANF,0.809162580076212,2.98886979001622e-06,2.98886979001622e-06,1
OGDH,1.88828717177588,2.98886979001622e-06,2.98886979001622e-06,1
TAB2,-0.677643788415985,2.99582081587439e-06,1,2.99582081587439e-06
FASTK,-0.901574885358173,2.99652813875735e-06,1,2.99652813875735e-06
WLS,-1.44592134742377,2.99652813875735e-06,1,2.99652813875735e-06
DPYSL2,-0.764308591150002,3.00522954465376e-06,1,3.00522954465376e-06
UBR5-AS1,1.94956811166637,3.00551965902691e-06,3.00551965902691e-06,1
SLC35F5,-0.914483920139221,3.00551965902691e-06,1,3.00551965902691e-06
OLFM1,-1.35140566407546,3.01960038517227e-06,1,3.01960038517227e-06
